account_id,district_id,frequency,date,bank_id
524,61,POPLATEK MESICNE,940503,2
82,26,POPLATEK MESICNE,940503,1
3912,2,POPLATEK MESICNE,940504,1
1949,41,POPLATEK MESICNE,940504,3
1865,1,POPLATEK MESICNE,940504,2
451,11,POPLATEK MESICNE,940505,1
50,1,POPLATEK MESICNE,940506,1
1184,14,POPLATEK MESICNE,940506,3
363,1,POPLATEK MESICNE,940506,3
2454,8,POPLATEK MESICNE,940507,3
2847,75,POPLATEK MESICNE,940508,2
2740,14,POPLATEK MESICNE,940508,3
1871,48,POPLATEK MESICNE,940510,1
8405,20,POPLATEK MESICNE,940510,2
266,47,POPLATEK MESICNE,940511,3
1879,10,POPLATEK MESICNE,940513,1
2259,64,POPLATEK MESICNE,940514,1
609,63,POPLATEK MESICNE,940515,1
9750,74,POPLATEK MESICNE,940516,1
2375,29,POPLATEK MESICNE,940516,2
216,38,POPLATEK MESICNE,940516,1
56,50,POPLATEK MESICNE,940516,1
7824,60,POPLATEK MESICNE,940517,3
649,69,POPLATEK TYDNE,940517,3
2996,54,POPLATEK MESICNE,940517,3
1509,51,POPLATEK MESICNE,940519,1
2170,1,POPLATEK PO OBRATU,940519,2
2001,75,POPLATEK MESICNE,940519,2
2903,38,POPLATEK MESICNE,940519,2
3717,56,POPLATEK MESICNE,940520,3
4195,67,POPLATEK MESICNE,940521,1
2496,51,POPLATEK MESICNE,940521,3
9583,31,POPLATEK TYDNE,940522,1
3636,21,POPLATEK MESICNE,940522,1
1826,5,POPLATEK MESICNE,940522,2
2227,31,POPLATEK TYDNE,940522,2
2749,1,POPLATEK MESICNE,940523,1
535,35,POPLATEK MESICNE,940524,1
4066,72,POPLATEK MESICNE,940524,3
2662,71,POPLATEK MESICNE,940524,3
1053,57,POPLATEK MESICNE,940525,1
11333,8,POPLATEK MESICNE,940526,3
1838,68,POPLATEK MESICNE,940526,1
3037,44,POPLATEK MESICNE,940526,3
3372,23,POPLATEK MESICNE,940526,2
985,32,POPLATEK MESICNE,940529,2
6924,74,POPLATEK MESICNE,940601,1
3484,22,POPLATEK MESICNE,940601,2
700,20,POPLATEK MESICNE,940601,2
3289,1,POPLATEK MESICNE,940602,3
2638,5,POPLATEK MESICNE,940602,3
8316,70,POPLATEK MESICNE,940604,3
1634,77,POPLATEK MESICNE,940604,3
4825,15,POPLATEK MESICNE,940604,2
3650,8,POPLATEK MESICNE,940605,3
10942,44,POPLATEK TYDNE,940605,1
2922,16,POPLATEK MESICNE,940606,1
693,2,POPLATEK MESICNE,940606,3
2260,1,POPLATEK MESICNE,940607,3
538,70,POPLATEK MESICNE,940607,1
548,16,POPLATEK MESICNE,940607,3
941,8,POPLATEK MESICNE,940608,3
2155,58,POPLATEK MESICNE,940608,3
4519,8,POPLATEK MESICNE,940608,1
3539,42,POPLATEK MESICNE,940608,3
6511,72,POPLATEK MESICNE,940610,3
2569,2,POPLATEK MESICNE,940610,1
43,36,POPLATEK MESICNE,940612,1
1047,46,POPLATEK MESICNE,940613,1
3479,22,POPLATEK MESICNE,940614,1
2868,1,POPLATEK MESICNE,940615,1
4328,72,POPLATEK MESICNE,940617,3
5628,61,POPLATEK MESICNE,940617,2
3160,22,POPLATEK MESICNE,940619,1
1856,26,POPLATEK MESICNE,940619,3
154,46,POPLATEK MESICNE,940621,3
3030,65,POPLATEK MESICNE,940622,2
1938,1,POPLATEK MESICNE,940625,2
1870,10,POPLATEK MESICNE,940625,3
3275,74,POPLATEK MESICNE,940629,3
8492,2,POPLATEK MESICNE,940629,3
10093,1,POPLATEK TYDNE,940701,2
3805,9,POPLATEK MESICNE,940702,3
200,17,POPLATEK MESICNE,940703,2
2471,6,POPLATEK MESICNE,940703,3
352,39,POPLATEK MESICNE,940704,3
1291,1,POPLATEK MESICNE,940704,3
161,28,POPLATEK MESICNE,940704,3
711,70,POPLATEK MESICNE,940706,3
964,26,POPLATEK MESICNE,940708,3
1012,65,POPLATEK MESICNE,940709,3
4276,43,POPLATEK MESICNE,940709,1
901,60,POPLATEK MESICNE,940710,2
7765,52,POPLATEK TYDNE,940710,1
90,1,POPLATEK MESICNE,940713,3
5574,13,POPLATEK TYDNE,940714,2
741,54,POPLATEK MESICNE,940714,1
2819,35,POPLATEK MESICNE,940716,3
478,58,POPLATEK MESICNE,940716,3
2615,68,POPLATEK MESICNE,940717,1
3503,1,POPLATEK MESICNE,940717,3
3921,18,POPLATEK MESICNE,940717,1
662,21,POPLATEK MESICNE,940718,3
2654,56,POPLATEK MESICNE,940721,1
9627,65,POPLATEK PO OBRATU,940722,3
2470,16,POPLATEK MESICNE,940723,2
427,8,POPLATEK MESICNE,940724,3
709,19,POPLATEK MESICNE,940725,3
629,31,POPLATEK MESICNE,940725,3
2606,1,POPLATEK MESICNE,940727,2
6738,62,POPLATEK MESICNE,940728,1
2912,74,POPLATEK MESICNE,940730,3
4995,20,POPLATEK TYDNE,940801,3
1022,33,POPLATEK TYDNE,940801,3
1797,24,POPLATEK MESICNE,940801,3
3497,76,POPLATEK MESICNE,940802,3
1848,1,POPLATEK MESICNE,940804,1
582,12,POPLATEK MESICNE,940805,1
3167,18,POPLATEK MESICNE,940808,2
1579,57,POPLATEK MESICNE,940809,1
610,74,POPLATEK MESICNE,940811,3
3536,24,POPLATEK MESICNE,940811,2
1017,14,POPLATEK MESICNE,940811,2
3017,75,POPLATEK MESICNE,940812,3
3112,38,POPLATEK MESICNE,940812,3
1360,71,POPLATEK MESICNE,940814,2
2747,1,POPLATEK MESICNE,940814,1
9192,1,POPLATEK MESICNE,940816,1
1398,62,POPLATEK MESICNE,940818,1
1246,58,POPLATEK MESICNE,940818,2
1592,38,POPLATEK MESICNE,940818,3
3728,10,POPLATEK MESICNE,940818,3
4131,5,POPLATEK MESICNE,940819,1
377,70,POPLATEK MESICNE,940819,1
1911,68,POPLATEK MESICNE,940821,3
635,21,POPLATEK MESICNE,940821,3
3625,3,POPLATEK MESICNE,940822,2
3425,70,POPLATEK MESICNE,940824,3
1327,65,POPLATEK MESICNE,940824,1
8776,64,POPLATEK MESICNE,940824,1
2798,70,POPLATEK MESICNE,940824,1
2401,16,POPLATEK MESICNE,940826,1
3612,70,POPLATEK MESICNE,940827,3
4580,9,POPLATEK MESICNE,940827,2
3226,65,POPLATEK MESICNE,940828,1
7523,63,POPLATEK MESICNE,940829,1
3533,74,POPLATEK MESICNE,940829,2
422,53,POPLATEK TYDNE,940829,1
3608,72,POPLATEK TYDNE,940830,2
1105,55,POPLATEK MESICNE,940901,2
2596,1,POPLATEK MESICNE,940902,2
9006,40,POPLATEK TYDNE,940902,3
3579,53,POPLATEK MESICNE,940902,3
710,25,POPLATEK MESICNE,940902,2
7546,43,POPLATEK MESICNE,940903,3
1766,28,POPLATEK MESICNE,940903,1
1292,3,POPLATEK MESICNE,940903,1
3797,64,POPLATEK MESICNE,940903,3
3478,30,POPLATEK MESICNE,940904,3
8899,1,POPLATEK TYDNE,940905,1
1975,19,POPLATEK MESICNE,940907,3
3049,61,POPLATEK MESICNE,940908,3
3730,17,POPLATEK MESICNE,940908,1
1714,72,POPLATEK MESICNE,940908,2
518,74,POPLATEK MESICNE,940909,2
6321,1,POPLATEK MESICNE,940910,1
3926,72,POPLATEK MESICNE,940911,2
1878,52,POPLATEK TYDNE,940913,2
3712,3,POPLATEK MESICNE,940913,3
2030,51,POPLATEK MESICNE,940913,2
3869,72,POPLATEK MESICNE,940913,1
1908,20,POPLATEK MESICNE,940913,2
3142,2,POPLATEK MESICNE,940914,2
1301,18,POPLATEK MESICNE,940915,3
3288,54,POPLATEK MESICNE,940915,2
318,36,POPLATEK MESICNE,940916,3
3336,51,POPLATEK MESICNE,940919,3
1653,1,POPLATEK MESICNE,940919,1
577,29,POPLATEK MESICNE,940920,3
2960,19,POPLATEK MESICNE,940920,1
2267,54,POPLATEK TYDNE,940920,2
1989,48,POPLATEK MESICNE,940921,3
1352,1,POPLATEK MESICNE,940923,3
851,15,POPLATEK MESICNE,940923,2
716,47,POPLATEK MESICNE,940925,2
3555,32,POPLATEK MESICNE,940926,2
6,51,POPLATEK MESICNE,940927,2
1828,1,POPLATEK MESICNE,940928,1
1333,21,POPLATEK MESICNE,940929,3
11359,61,POPLATEK MESICNE,941001,1
3457,54,POPLATEK MESICNE,941001,3
2627,76,POPLATEK MESICNE,941002,3
2025,19,POPLATEK MESICNE,941002,3
3975,20,POPLATEK MESICNE,941002,3
2905,74,POPLATEK MESICNE,941003,1
3827,1,POPLATEK MESICNE,941004,2
939,55,POPLATEK MESICNE,941004,3
1421,71,POPLATEK MESICNE,941005,2
1934,46,POPLATEK MESICNE,941005,1
3878,23,POPLATEK MESICNE,941007,3
2363,47,POPLATEK MESICNE,941007,2
1559,14,POPLATEK MESICNE,941008,2
2195,73,POPLATEK MESICNE,941008,1
1205,73,POPLATEK MESICNE,941008,3
2059,37,POPLATEK MESICNE,941008,2
2333,45,POPLATEK MESICNE,941008,3
3074,74,POPLATEK TYDNE,941008,1
2840,15,POPLATEK MESICNE,941009,3
2430,3,POPLATEK MESICNE,941009,1
2463,56,POPLATEK MESICNE,941011,2
3860,4,POPLATEK MESICNE,941011,3
2788,54,POPLATEK MESICNE,941012,1
8127,37,POPLATEK MESICNE,941013,3
596,31,POPLATEK MESICNE,941013,2
3622,53,POPLATEK MESICNE,941015,3
1312,23,POPLATEK MESICNE,941015,1
2742,23,POPLATEK MESICNE,941015,1
654,63,POPLATEK MESICNE,941016,1
4283,39,POPLATEK MESICNE,941016,1
2924,56,POPLATEK MESICNE,941016,2
3756,39,POPLATEK TYDNE,941017,2
2790,1,POPLATEK MESICNE,941018,1
67,16,POPLATEK MESICNE,941019,1
2949,1,POPLATEK MESICNE,941021,2
3849,75,POPLATEK MESICNE,941021,1
5422,66,POPLATEK MESICNE,941022,2
988,10,POPLATEK MESICNE,941022,3
3058,44,POPLATEK MESICNE,941023,2
1958,40,POPLATEK MESICNE,941024,3
1441,50,POPLATEK MESICNE,941025,3
1109,66,POPLATEK MESICNE,941027,1
2536,41,POPLATEK MESICNE,941028,1
1295,15,POPLATEK MESICNE,941028,3
3419,1,POPLATEK MESICNE,941029,1
1993,68,POPLATEK MESICNE,941030,2
1076,1,POPLATEK MESICNE,941030,1
960,4,POPLATEK PO OBRATU,941102,1
201,63,POPLATEK MESICNE,941102,1
1168,29,POPLATEK MESICNE,941103,2
2365,42,POPLATEK MESICNE,941104,2
973,54,POPLATEK MESICNE,941105,2
3663,67,POPLATEK MESICNE,941106,2
3576,58,POPLATEK MESICNE,941107,1
4082,49,POPLATEK MESICNE,941108,1
2541,57,POPLATEK MESICNE,941108,2
4476,24,POPLATEK MESICNE,941110,3
2572,64,POPLATEK PO OBRATU,941113,3
2377,77,POPLATEK MESICNE,941113,3
1554,47,POPLATEK MESICNE,941115,1
5632,5,POPLATEK TYDNE,941115,2
940,37,POPLATEK MESICNE,941115,1
1583,69,POPLATEK PO OBRATU,941117,3
2218,19,POPLATEK MESICNE,941121,2
1708,22,POPLATEK MESICNE,941121,3
449,19,POPLATEK MESICNE,941122,2
2044,6,POPLATEK MESICNE,941123,1
11186,12,POPLATEK MESICNE,941124,2
29,7,POPLATEK MESICNE,941124,1
3752,1,POPLATEK MESICNE,941125,2
2028,7,POPLATEK TYDNE,941126,3
1294,71,POPLATEK MESICNE,941127,2
106,63,POPLATEK MESICNE,941127,1
2707,61,POPLATEK MESICNE,941127,3
2027,19,POPLATEK MESICNE,941128,1
3369,8,POPLATEK MESICNE,941201,1
9731,54,POPLATEK PO OBRATU,941201,3
1578,48,POPLATEK MESICNE,941201,1
8411,20,POPLATEK MESICNE,941202,1
1919,18,POPLATEK MESICNE,941204,1
1307,56,POPLATEK MESICNE,941205,1
2121,64,POPLATEK MESICNE,941205,3
1436,3,POPLATEK MESICNE,941207,2
3489,9,POPLATEK MESICNE,941208,1
3348,4,POPLATEK MESICNE,941208,2
2809,73,POPLATEK MESICNE,941208,2
3364,21,POPLATEK TYDNE,941208,2
2546,1,POPLATEK MESICNE,941208,2
2343,68,POPLATEK MESICNE,941209,2
594,54,POPLATEK MESICNE,941209,1
4434,41,POPLATEK MESICNE,941209,3
359,11,POPLATEK MESICNE,941211,2
3279,46,POPLATEK TYDNE,941217,3
1011,45,POPLATEK MESICNE,941217,2
8856,15,POPLATEK MESICNE,941218,2
2808,1,POPLATEK MESICNE,941218,2
5357,70,POPLATEK MESICNE,941218,2
775,1,POPLATEK MESICNE,941218,2
2524,1,POPLATEK MESICNE,941219,2
3903,58,POPLATEK MESICNE,941219,2
802,15,POPLATEK MESICNE,941220,3
3567,5,POPLATEK MESICNE,941220,1
68,37,POPLATEK PO OBRATU,941220,3
1417,75,POPLATEK MESICNE,941220,2
3643,1,POPLATEK MESICNE,941222,2
10728,71,POPLATEK MESICNE,941223,1
2384,40,POPLATEK MESICNE,941223,3
1835,74,POPLATEK MESICNE,941224,1
3621,32,POPLATEK MESICNE,941225,3
1394,32,POPLATEK MESICNE,941227,2
3006,64,POPLATEK MESICNE,950101,1
2322,33,POPLATEK MESICNE,950102,2
1331,59,POPLATEK MESICNE,950103,3
2355,1,POPLATEK MESICNE,950103,2
3482,70,POPLATEK MESICNE,950103,1
4503,50,POPLATEK MESICNE,950103,1
2077,29,POPLATEK MESICNE,950104,2
685,37,POPLATEK TYDNE,950104,3
2163,17,POPLATEK MESICNE,950105,2
2239,25,POPLATEK MESICNE,950105,2
1706,1,POPLATEK MESICNE,950105,2
7795,64,POPLATEK MESICNE,950105,3
3128,1,POPLATEK MESICNE,950106,3
2978,74,POPLATEK MESICNE,950106,1
3141,1,POPLATEK TYDNE,950106,1
3250,1,POPLATEK MESICNE,950106,2
1955,49,POPLATEK MESICNE,950107,3
5650,10,POPLATEK PO OBRATU,950108,2
3641,7,POPLATEK MESICNE,950109,3
2923,43,POPLATEK MESICNE,950110,3
8092,54,POPLATEK MESICNE,950111,1
2421,18,POPLATEK MESICNE,950111,3
1437,50,POPLATEK MESICNE,950113,1
756,65,POPLATEK MESICNE,950113,3
3244,56,POPLATEK MESICNE,950114,2
10630,41,POPLATEK MESICNE,950115,2
3981,23,POPLATEK MESICNE,950115,1
3812,72,POPLATEK MESICNE,950116,3
4368,1,POPLATEK MESICNE,950116,3
2729,40,POPLATEK MESICNE,950116,3
2446,3,POPLATEK MESICNE,950116,1
839,16,POPLATEK MESICNE,950117,3
1625,1,POPLATEK MESICNE,950117,2
2563,48,POPLATEK MESICNE,950117,3
1414,58,POPLATEK MESICNE,950117,3
7562,72,POPLATEK TYDNE,950117,3
2185,67,POPLATEK MESICNE,950118,3
1446,57,POPLATEK MESICNE,950118,1
915,72,POPLATEK MESICNE,950118,3
3777,70,POPLATEK MESICNE,950119,3
2414,1,POPLATEK MESICNE,950119,1
9814,64,POPLATEK TYDNE,950119,3
2681,28,POPLATEK MESICNE,950119,2
484,1,POPLATEK MESICNE,950120,3
217,77,POPLATEK MESICNE,950120,3
9030,72,POPLATEK MESICNE,950121,1
2352,70,POPLATEK MESICNE,950121,3
1526,52,POPLATEK MESICNE,950122,2
3841,8,POPLATEK MESICNE,950122,3
270,27,POPLATEK MESICNE,950123,1
1914,27,POPLATEK MESICNE,950124,2
2054,1,POPLATEK MESICNE,950124,3
2111,42,POPLATEK TYDNE,950125,2
1769,39,POPLATEK MESICNE,950125,2
2663,64,POPLATEK MESICNE,950125,3
4103,38,POPLATEK MESICNE,950125,2
5735,52,POPLATEK MESICNE,950125,2
3362,73,POPLATEK MESICNE,950125,1
2755,20,POPLATEK MESICNE,950126,3
3235,8,POPLATEK MESICNE,950126,2
795,25,POPLATEK MESICNE,950127,1
1548,47,POPLATEK MESICNE,950127,2
650,3,POPLATEK MESICNE,950128,2
11042,72,POPLATEK MESICNE,950129,2
3421,31,POPLATEK MESICNE,950201,3
1112,48,POPLATEK MESICNE,950203,3
3583,40,POPLATEK MESICNE,950203,3
4001,54,POPLATEK MESICNE,950204,3
393,46,POPLATEK MESICNE,950204,1
2718,29,POPLATEK MESICNE,950205,3
1496,57,POPLATEK MESICNE,950205,1
2968,15,POPLATEK MESICNE,950205,2
1889,59,POPLATEK MESICNE,950206,2
789,39,POPLATEK MESICNE,950206,1
7614,62,POPLATEK MESICNE,950208,3
8159,26,POPLATEK MESICNE,950208,2
2151,38,POPLATEK MESICNE,950208,3
3865,50,POPLATEK MESICNE,950209,1
4109,54,POPLATEK MESICNE,950209,2
515,57,POPLATEK MESICNE,950209,1
3817,70,POPLATEK MESICNE,950210,1
2268,1,POPLATEK MESICNE,950211,3
388,59,POPLATEK MESICNE,950211,2
3623,59,POPLATEK MESICNE,950212,3
1967,26,POPLATEK TYDNE,950213,2
4727,2,POPLATEK MESICNE,950213,1
3466,64,POPLATEK MESICNE,950216,2
3297,53,POPLATEK MESICNE,950217,3
607,16,POPLATEK MESICNE,950217,3
1858,72,POPLATEK MESICNE,950218,3
3978,59,POPLATEK MESICNE,950218,1
70,8,POPLATEK MESICNE,950218,1
781,33,POPLATEK MESICNE,950219,3
10884,65,POPLATEK MESICNE,950220,1
2688,72,POPLATEK MESICNE,950220,1
1772,31,POPLATEK TYDNE,950220,3
2490,22,POPLATEK MESICNE,950221,1
2047,20,POPLATEK MESICNE,950221,2
3839,1,POPLATEK MESICNE,950221,2
1633,51,POPLATEK MESICNE,950222,1
763,1,POPLATEK MESICNE,950223,3
4161,1,POPLATEK MESICNE,950223,1
2431,74,POPLATEK MESICNE,950223,1
3753,28,POPLATEK MESICNE,950224,1
1778,15,POPLATEK MESICNE,950225,1
2911,33,POPLATEK MESICNE,950225,1
3710,1,POPLATEK MESICNE,950225,1
1702,56,POPLATEK MESICNE,950227,3
3737,34,POPLATEK MESICNE,950301,3
190,74,POPLATEK MESICNE,950302,1
2865,1,POPLATEK MESICNE,950303,3
3014,75,POPLATEK TYDNE,950303,2
2680,46,POPLATEK MESICNE,950303,1
1129,35,POPLATEK MESICNE,950303,1
3233,31,POPLATEK MESICNE,950303,3
1287,35,POPLATEK MESICNE,950304,1
9897,1,POPLATEK MESICNE,950304,2
30,36,POPLATEK MESICNE,950304,1
2367,28,POPLATEK MESICNE,950304,2
3826,34,POPLATEK MESICNE,950305,1
376,25,POPLATEK MESICNE,950305,3
1108,26,POPLATEK MESICNE,950309,1
108,53,POPLATEK MESICNE,950310,3
1802,75,POPLATEK MESICNE,950310,1
3230,1,POPLATEK MESICNE,950311,1
3989,19,POPLATEK MESICNE,950311,1
2723,75,POPLATEK MESICNE,950312,1
7859,52,POPLATEK MESICNE,950314,1
7606,21,POPLATEK MESICNE,950315,2
158,37,POPLATEK MESICNE,950315,2
6397,48,POPLATEK MESICNE,950315,2
150,73,POPLATEK MESICNE,950316,2
3402,76,POPLATEK TYDNE,950316,1
2810,66,POPLATEK MESICNE,950316,1
586,54,POPLATEK MESICNE,950316,2
1261,52,POPLATEK MESICNE,950318,1
2856,25,POPLATEK MESICNE,950318,2
288,25,POPLATEK MESICNE,950318,3
3750,77,POPLATEK MESICNE,950318,2
1174,70,POPLATEK MESICNE,950321,1
1306,1,POPLATEK MESICNE,950322,3
5541,43,POPLATEK MESICNE,950324,2
1,18,POPLATEK MESICNE,950324,2
981,66,POPLATEK MESICNE,950325,2
767,25,POPLATEK MESICNE,950326,1
608,32,POPLATEK MESICNE,950327,3
1757,75,POPLATEK MESICNE,950327,2
6609,16,POPLATEK MESICNE,950327,3
870,70,POPLATEK MESICNE,950327,2
227,27,POPLATEK MESICNE,950328,2
568,18,POPLATEK MESICNE,950328,2
1254,74,POPLATEK MESICNE,950328,1
1540,1,POPLATEK MESICNE,950329,1
1692,56,POPLATEK MESICNE,950329,2
1249,67,POPLATEK MESICNE,950330,1
95,1,POPLATEK MESICNE,950330,2
1561,66,POPLATEK MESICNE,950401,3
2540,54,POPLATEK MESICNE,950401,2
248,1,POPLATEK MESICNE,950402,1
9493,64,POPLATEK MESICNE,950402,2
5126,58,POPLATEK MESICNE,950403,1
231,22,POPLATEK MESICNE,950403,2
2203,47,POPLATEK MESICNE,950404,3
6910,76,POPLATEK MESICNE,950404,1
1986,46,POPLATEK MESICNE,950404,2
2839,70,POPLATEK MESICNE,950404,1
1479,54,POPLATEK MESICNE,950404,1
3147,54,POPLATEK MESICNE,950405,3
6289,64,POPLATEK MESICNE,950405,3
1590,77,POPLATEK MESICNE,950407,3
7418,21,POPLATEK MESICNE,950407,1
19,21,POPLATEK MESICNE,950407,3
842,62,POPLATEK MESICNE,950407,2
1821,70,POPLATEK MESICNE,950407,1
206,61,POPLATEK MESICNE,950408,1
3109,18,POPLATEK MESICNE,950408,1
7815,19,POPLATEK TYDNE,950409,3
7136,12,POPLATEK TYDNE,950409,1
1228,62,POPLATEK MESICNE,950409,1
893,53,POPLATEK MESICNE,950412,2
3702,53,POPLATEK MESICNE,950413,2
4852,47,POPLATEK MESICNE,950413,2
2750,13,POPLATEK MESICNE,950413,3
1046,1,POPLATEK MESICNE,950414,2
3729,31,POPLATEK MESICNE,950414,3
1862,19,POPLATEK TYDNE,950415,1
1309,1,POPLATEK MESICNE,950415,1
1315,13,POPLATEK MESICNE,950417,2
3321,17,POPLATEK MESICNE,950418,2
3231,73,POPLATEK MESICNE,950418,3
5724,14,POPLATEK PO OBRATU,950419,3
3823,74,POPLATEK MESICNE,950419,2
2726,18,POPLATEK MESICNE,950420,1
1038,64,POPLATEK MESICNE,950420,1
7861,34,POPLATEK MESICNE,950422,1
819,20,POPLATEK MESICNE,950422,2
455,54,POPLATEK MESICNE,950423,2
3930,37,POPLATEK MESICNE,950425,3
4423,39,POPLATEK MESICNE,950426,2
267,38,POPLATEK MESICNE,950426,3
922,61,POPLATEK MESICNE,950427,2
3735,1,POPLATEK MESICNE,950427,1
3449,1,POPLATEK MESICNE,950427,2
2751,31,POPLATEK MESICNE,950428,1
404,41,POPLATEK MESICNE,950428,2
2547,74,POPLATEK MESICNE,950428,2
1248,22,POPLATEK MESICNE,950429,3
2331,8,POPLATEK MESICNE,950429,1
1010,61,POPLATEK MESICNE,950501,1
54,4,POPLATEK MESICNE,950502,2
2364,33,POPLATEK MESICNE,950503,1
1280,70,POPLATEK MESICNE,950503,2
2931,36,POPLATEK MESICNE,950504,1
10351,23,POPLATEK MESICNE,950504,2
3936,39,POPLATEK MESICNE,950504,1
5194,1,POPLATEK PO OBRATU,950505,2
3464,25,POPLATEK MESICNE,950505,3
533,40,POPLATEK MESICNE,950507,3
3940,35,POPLATEK TYDNE,950507,3
4538,70,POPLATEK MESICNE,950507,3
454,7,POPLATEK MESICNE,950507,3
1183,12,POPLATEK MESICNE,950508,1
2323,72,POPLATEK MESICNE,950508,2
463,51,POPLATEK MESICNE,950508,2
285,17,POPLATEK MESICNE,950508,1
4105,58,POPLATEK MESICNE,950508,3
2525,45,POPLATEK MESICNE,950508,1
6434,1,POPLATEK MESICNE,950508,1
2919,77,POPLATEK MESICNE,950510,2
1741,21,POPLATEK MESICNE,950510,3
746,75,POPLATEK MESICNE,950510,3
256,37,POPLATEK MESICNE,950514,1
3845,48,POPLATEK MESICNE,950514,3
4014,56,POPLATEK PO OBRATU,950515,1
2178,64,POPLATEK MESICNE,950515,2
2935,68,POPLATEK MESICNE,950515,3
544,32,POPLATEK MESICNE,950515,2
1720,35,POPLATEK MESICNE,950516,2
875,63,POPLATEK MESICNE,950517,1
733,49,POPLATEK TYDNE,950517,3
3251,59,POPLATEK MESICNE,950518,1
5358,4,POPLATEK MESICNE,950518,3
2521,63,POPLATEK MESICNE,950519,1
10963,16,POPLATEK MESICNE,950520,3
57,1,POPLATEK MESICNE,950521,2
4589,4,POPLATEK MESICNE,950522,2
490,45,POPLATEK MESICNE,950523,2
3386,2,POPLATEK MESICNE,950523,1
8998,61,POPLATEK MESICNE,950524,1
11349,1,POPLATEK TYDNE,950526,3
2969,29,POPLATEK MESICNE,950526,1
1530,70,POPLATEK MESICNE,950527,2
1642,64,POPLATEK MESICNE,950527,1
6358,3,POPLATEK MESICNE,950527,2
10001,24,POPLATEK MESICNE,950528,2
3186,10,POPLATEK MESICNE,950528,1
1059,8,POPLATEK MESICNE,950530,2
3624,32,POPLATEK TYDNE,950530,1
1974,42,POPLATEK MESICNE,950601,2
2559,32,POPLATEK MESICNE,950601,1
11069,37,POPLATEK MESICNE,950602,2
3874,51,POPLATEK MESICNE,950602,1
3520,72,POPLATEK MESICNE,950604,2
2018,42,POPLATEK MESICNE,950604,3
2877,37,POPLATEK MESICNE,950604,1
2642,68,POPLATEK MESICNE,950605,2
553,26,POPLATEK MESICNE,950606,2
1092,41,POPLATEK MESICNE,950606,2
471,47,POPLATEK MESICNE,950607,1
53,77,POPLATEK MESICNE,950607,3
1413,65,POPLATEK MESICNE,950607,1
5774,1,POPLATEK MESICNE,950608,3
3392,1,POPLATEK MESICNE,950608,3
1465,30,POPLATEK MESICNE,950608,3
1420,68,POPLATEK MESICNE,950608,1
1620,17,POPLATEK MESICNE,950608,3
4121,54,POPLATEK MESICNE,950608,1
754,1,POPLATEK MESICNE,950608,3
3045,1,POPLATEK MESICNE,950608,3
3453,13,POPLATEK MESICNE,950608,3
1696,43,POPLATEK MESICNE,950609,3
2139,8,POPLATEK MESICNE,950609,1
1793,56,POPLATEK MESICNE,950610,1
3725,33,POPLATEK MESICNE,950611,1
896,3,POPLATEK MESICNE,950611,2
3252,12,POPLATEK MESICNE,950612,2
808,69,POPLATEK MESICNE,950613,3
3601,54,POPLATEK MESICNE,950613,2
131,52,POPLATEK MESICNE,950613,2
3124,6,POPLATEK MESICNE,950613,1
7618,72,POPLATEK TYDNE,950613,3
807,76,POPLATEK TYDNE,950613,1
3847,33,POPLATEK MESICNE,950613,1
223,39,POPLATEK MESICNE,950613,3
2328,35,POPLATEK MESICNE,950614,1
1519,9,POPLATEK MESICNE,950614,2
10019,8,POPLATEK MESICNE,950615,2
458,7,POPLATEK MESICNE,950616,3
120,65,POPLATEK TYDNE,950616,3
1846,6,POPLATEK MESICNE,950617,2
2096,32,POPLATEK MESICNE,950617,2
2297,46,POPLATEK MESICNE,950618,2
7184,5,POPLATEK MESICNE,950619,2
2781,16,POPLATEK MESICNE,950620,3
1031,74,POPLATEK MESICNE,950620,3
3810,43,POPLATEK MESICNE,950622,2
1151,40,POPLATEK MESICNE,950623,1
1728,74,POPLATEK MESICNE,950623,2
9235,37,POPLATEK MESICNE,950624,3
3363,30,POPLATEK MESICNE,950624,3
3436,5,POPLATEK MESICNE,950624,2
2533,49,POPLATEK MESICNE,950627,3
99,1,POPLATEK MESICNE,950627,2
638,65,POPLATEK MESICNE,950628,1
2292,41,POPLATEK MESICNE,950629,2
1725,72,POPLATEK PO OBRATU,950703,2
3410,39,POPLATEK MESICNE,950703,2
1597,68,POPLATEK MESICNE,950704,2
2041,48,POPLATEK MESICNE,950705,2
5742,74,POPLATEK PO OBRATU,950705,1
4415,73,POPLATEK MESICNE,950705,2
4330,47,POPLATEK MESICNE,950705,2
3458,63,POPLATEK MESICNE,950707,3
3330,76,POPLATEK MESICNE,950708,2
6649,1,POPLATEK MESICNE,950708,3
3779,74,POPLATEK MESICNE,950708,1
1103,66,POPLATEK MESICNE,950709,3
731,5,POPLATEK MESICNE,950711,1
2307,60,POPLATEK MESICNE,950712,3
3474,23,POPLATEK MESICNE,950712,1
625,70,POPLATEK MESICNE,950712,1
1075,35,POPLATEK MESICNE,950713,1
2281,1,POPLATEK MESICNE,950713,3
3895,27,POPLATEK MESICNE,950714,2
5263,64,POPLATEK MESICNE,950714,1
5794,70,POPLATEK MESICNE,950714,3
1220,1,POPLATEK MESICNE,950715,3
1568,23,POPLATEK MESICNE,950715,3
1344,12,POPLATEK PO OBRATU,950716,3
8547,14,POPLATEK TYDNE,950717,1
1135,1,POPLATEK MESICNE,950717,2
